user_id,avg_amount,median_amount,amount_std,min_amount,max_amount,transaction_count,preferred_category,avg_hour,weekend_ratio,first_transaction,last_transaction,cluster
USER_0204,875.8,522.5,1074.64,28,3399,10,Transportation,13.1,0.2,2024-03-19 17:38:00,2024-12-16 15:43:00,4
USER_0205,808.78,390.0,755.85,128,2342,9,Fuel,14.78,0.22,2024-01-17 10:27:00,2024-12-20 15:39:00,2
USER_0206,935.9,708.0,738.83,164,2291,10,Bills & Utilities,15.2,0.2,2024-01-24 18:43:00,2024-12-17 12:18:00,2
USER_0207,517.0,339.0,588.11,89,1938,9,Entertainment,14.44,0.33,2024-02-18 19:32:00,2024-12-09 07:23:00,2
USER_0208,820.62,619.0,493.89,253,1609,8,Healthcare,15.88,0.38,2024-01-06 13:25:00,2024-11-08 15:18:00,0
USER_0209,1538.75,1116.5,1283.31,238,4268,8,Bills & Utilities,13.5,0.25,2024-01-10 11:49:00,2024-11-03 14:10:00,4
USER_0210,1367.14,303.0,1995.5,111,4882,7,Food & Dining,14.71,0.0,2024-01-23 13:44:00,2024-10-24 08:27:00,4
USER_0211,529.44,269.0,609.31,73,1810,9,Entertainment,15.22,0.56,2024-01-20 21:48:00,2024-12-12 22:16:00,0
USER_0212,690.14,428.0,779.92,102,2422,7,Groceries,14.43,0.43,2024-01-13 11:18:00,2024-12-21 19:46:00,0
USER_0213,1337.93,1028.0,1072.5,135,3435,15,Education,14.4,0.4,2024-01-02 20:40:00,2024-12-28 10:59:00,3
USER_0214,388.0,334.0,331.81,43,1039,8,Shopping,17.0,0.12,2024-03-03 21:36:00,2024-12-24 18:26:00,2
USER_0215,566.44,504.0,412.72,154,1480,9,Bills & Utilities,13.56,0.22,2024-04-14 10:19:00,2024-11-25 14:11:00,2
USER_0216,1248.36,631.0,1533.55,196,5520,11,Education,15.0,0.55,2024-01-04 20:35:00,2024-12-05 14:29:00,3
USER_0217,1493.33,798.0,1608.53,130,5089,12,Shopping,15.0,0.25,2024-01-07 11:02:00,2024-12-12 17:24:00,1
USER_0218,707.1,669.5,362.52,61,1223,10,Shopping,14.6,0.3,2024-01-24 12:47:00,2024-12-16 18:21:00,2
USER_0219,805.7,603.5,757.6,43,2244,10,Fuel,16.6,0.1,2024-01-26 16:23:00,2024-11-26 20:24:00,2
USER_0220,1603.0,1153.5,1290.72,371,3932,6,Bills & Utilities,13.67,0.17,2024-01-03 13:39:00,2024-10-31 15:10:00,4
USER_0221,1335.67,937.5,1670.85,48,6302,12,Education,14.25,0.25,2024-01-14 14:51:00,2024-11-16 18:14:00,4
USER_0222,762.33,423.5,664.56,300,1949,6,Fuel,15.83,0.33,2024-02-16 18:41:00,2024-10-11 13:45:00,0
USER_0223,747.73,380.0,759.17,73,2362,11,Healthcare,13.55,0.27,2024-01-14 07:23:00,2024-12-23 21:35:00,2
USER_0224,814.14,718.5,614.1,124,1991,14,Bills & Utilities,12.93,0.21,2024-01-07 10:11:00,2024-10-20 10:59:00,3
USER_0225,1771.17,1297.0,1587.55,240,5757,12,Shopping,15.17,0.17,2024-01-31 14:09:00,2024-12-13 15:47:00,1
USER_0226,536.84,503.0,365.6,82,1450,19,Bills & Utilities,13.74,0.11,2024-01-01 11:42:00,2024-12-06 18:36:00,3
USER_0227,566.7,425.0,560.95,53,1841,10,Transportation,15.2,0.4,2024-01-25 18:38:00,2024-12-21 16:00:00,0
USER_0228,877.69,188.0,1340.21,20,4147,13,Transportation,15.92,0.38,2024-02-02 20:14:00,2024-12-07 22:35:00,3
USER_0229,1060.33,342.0,1555.02,48,4077,9,Education,12.56,0.44,2024-01-14 12:10:00,2024-12-30 08:12:00,0
USER_0230,798.64,449.0,919.55,30,3035,14,Food & Dining,13.14,0.43,2024-02-06 12:11:00,2024-11-27 14:54:00,3
USER_0231,400.0,191.0,470.14,35,1187,5,Transportation,11.2,0.2,2024-01-05 07:49:00,2024-06-27 11:36:00,2
USER_0232,854.67,159.5,1640.32,32,4188,6,Transportation,14.0,0.17,2024-01-23 13:23:00,2024-10-24 18:13:00,4
USER_0233,945.8,263.0,1134.02,75,3479,15,Bills & Utilities,13.8,0.47,2024-01-14 19:58:00,2024-12-01 21:35:00,3
USER_0234,1290.88,909.5,1373.83,110,4258,8,Healthcare,11.0,0.12,2024-03-18 15:54:00,2024-11-19 07:23:00,4
USER_0235,766.3,656.0,527.33,146,1900,10,Entertainment,16.7,0.2,2024-01-10 17:36:00,2024-12-19 12:15:00,2
USER_0236,1302.07,552.0,1738.53,177,5462,14,Bills & Utilities,13.5,0.5,2024-02-03 13:56:00,2024-12-17 11:16:00,3
USER_0237,1282.0,736.0,1511.02,66,5074,10,Transfer to Friends,13.9,0.1,2024-03-06 13:08:00,2024-12-03 13:18:00,4
USER_0238,556.0,396.0,548.5,99,1996,10,Bills & Utilities,14.1,0.3,2024-01-17 08:20:00,2024-10-26 22:30:00,2
USER_0239,1410.43,450.0,1733.15,212,4694,7,Education,14.43,0.43,2024-02-21 09:56:00,2024-12-26 22:38:00,1
USER_0240,1367.11,1068.0,1312.34,90,3971,9,Education,13.11,0.0,2024-01-23 20:34:00,2024-10-24 10:06:00,4
USER_0241,1435.3,906.0,1595.51,177,4433,10,Bills & Utilities,14.2,0.0,2024-01-03 14:01:00,2024-11-28 16:36:00,4
USER_0242,1438.0,433.5,1823.2,39,5094,12,Education,14.75,0.5,2024-02-27 20:47:00,2024-12-24 20:10:00,1
USER_0243,1336.71,648.0,1943.71,279,5679,7,Food & Dining,11.29,0.29,2024-02-21 09:05:00,2024-12-21 12:22:00,1
USER_0244,670.8,370.0,783.01,80,2014,5,Entertainment,15.4,0.4,2024-02-06 09:14:00,2024-08-20 21:18:00,0
USER_0245,797.83,478.0,835.59,96,2957,12,Entertainment,15.58,0.17,2024-01-22 22:50:00,2024-12-24 14:55:00,2
USER_0246,1253.29,618.0,1536.41,161,4602,7,Fuel,12.57,0.14,2024-02-26 08:22:00,2024-09-26 10:47:00,4
USER_0247,1259.15,815.0,1468.28,134,5458,13,Transfer to Friends,11.92,0.46,2024-01-13 20:00:00,2024-12-12 15:01:00,3
USER_0248,982.72,667.0,1021.88,105,4464,18,Food & Dining,15.72,0.28,2024-01-17 20:46:00,2024-12-22 11:10:00,3
USER_0249,1661.43,1191.0,1467.39,84,4088,7,Transfer to Friends,15.0,0.29,2024-02-12 08:16:00,2024-12-22 20:21:00,1
USER_0250,1508.25,729.0,2026.89,239,6213,8,Bills & Utilities,15.25,0.38,2024-03-11 20:11:00,2024-11-09 15:45:00,1
USER_0251,864.0,564.5,771.12,130,2694,10,Food & Dining,14.4,0.2,2024-03-09 14:44:00,2024-12-17 09:33:00,2
USER_0252,596.21,509.0,457.9,122,1735,14,Groceries,13.93,0.29,2024-01-28 10:01:00,2024-12-17 19:17:00,3
USER_0253,617.71,474.0,506.72,129,1666,7,Groceries,14.71,0.29,2024-02-18 22:16:00,2024-12-10 15:45:00,2
USER_0254,913.2,522.0,912.23,32,3490,15,Fuel,14.47,0.27,2024-01-11 16:09:00,2024-12-16 14:00:00,3
USER_0255,1157.82,761.0,1138.52,29,3155,11,Transfer to Friends,14.27,0.09,2024-01-23 16:58:00,2024-10-08 08:32:00,4
USER_0256,615.73,311.0,685.85,111,2816,15,Entertainment,14.47,0.33,2024-01-07 18:36:00,2024-12-26 21:36:00,3
USER_0257,826.9,380.5,1058.91,67,3469,10,Transportation,13.5,0.1,2024-04-12 21:06:00,2024-11-12 18:45:00,4
USER_0258,866.33,818.5,633.91,41,2044,12,Bills & Utilities,12.67,0.25,2024-01-10 13:45:00,2024-10-01 11:04:00,3
USER_0259,366.5,268.0,301.36,135,795,4,Bills & Utilities,11.25,0.25,2024-09-09 19:41:00,2024-12-11 06:58:00,2
USER_0260,803.1,636.0,633.66,165,2345,10,Fuel,14.0,0.3,2024-01-21 13:41:00,2024-12-15 14:04:00,2
USER_0261,684.91,345.0,779.07,126,2379,11,Entertainment,15.82,0.27,2024-02-05 16:50:00,2024-12-09 14:10:00,2
USER_0262,1436.85,503.5,1595.56,108,5311,20,Transfer to Friends,12.8,0.35,2024-01-08 19:55:00,2024-11-28 19:22:00,3
USER_0263,1464.91,850.0,1508.88,104,4547,11,Transfer to Friends,16.09,0.45,2024-01-08 14:48:00,2024-12-28 18:37:00,1
USER_0264,442.22,344.0,405.57,89,1386,9,Groceries,12.11,0.0,2024-03-01 07:53:00,2024-12-18 13:35:00,2
USER_0265,1167.1,953.0,1056.06,179,3394,10,Education,13.5,0.1,2024-01-26 13:47:00,2024-12-04 20:37:00,4
USER_0266,387.0,353.0,261.23,122,776,5,Entertainment,17.8,0.2,2024-03-27 18:11:00,2024-11-08 14:23:00,2
USER_0267,902.12,617.5,693.26,286,2148,8,Healthcare,11.62,0.12,2024-02-08 08:20:00,2024-11-08 15:35:00,2
USER_0268,911.67,465.5,760.44,184,2701,12,Healthcare,14.5,0.42,2024-02-03 18:48:00,2024-11-17 13:08:00,3
USER_0269,707.07,570.0,723.16,60,2789,14,Healthcare,14.86,0.14,2024-01-11 17:20:00,2024-11-29 13:42:00,3
USER_0270,981.22,481.0,1257.09,98,4150,9,Bills & Utilities,14.56,0.22,2024-02-12 20:41:00,2024-12-04 17:27:00,4
USER_0271,1029.58,630.0,1358.13,47,4875,12,Transportation,14.5,0.25,2024-01-20 08:19:00,2024-12-06 16:38:00,3
USER_0272,1013.07,640.0,1284.99,62,4921,14,Food & Dining,12.64,0.29,2024-01-14 13:10:00,2024-12-20 13:44:00,3
USER_0273,642.33,459.0,466.09,60,1541,9,Food & Dining,14.11,0.33,2024-01-05 11:11:00,2024-10-16 18:21:00,2
USER_0274,1555.86,1712.0,1400.34,185,4124,7,Education,13.57,0.14,2024-04-17 14:38:00,2024-10-18 18:35:00,4
USER_0275,1205.83,495.5,1798.72,68,6056,12,Entertainment,15.08,0.33,2024-01-02 13:01:00,2024-11-30 22:15:00,1
USER_0276,603.88,445.0,543.11,96,1736,8,Food & Dining,12.25,0.12,2024-01-28 09:02:00,2024-12-25 07:03:00,2
USER_0277,969.73,934.0,856.66,82,2973,11,Bills & Utilities,17.18,0.27,2024-02-14 22:03:00,2024-12-06 21:20:00,3
USER_0278,705.55,406.0,747.35,76,2670,11,Entertainment,18.36,0.27,2024-03-01 18:33:00,2024-12-06 12:16:00,2
USER_0279,916.11,900.0,798.98,97,2735,9,Healthcare,12.11,0.22,2024-01-05 14:05:00,2024-12-21 19:52:00,2
USER_0280,1233.17,646.5,1558.44,86,5365,12,Education,15.33,0.25,2024-03-11 18:26:00,2024-12-22 10:43:00,4
USER_0281,703.64,578.0,746.53,16,2359,11,Food & Dining,16.45,0.36,2024-01-14 17:26:00,2024-12-11 07:25:00,3
USER_0282,837.33,563.0,948.52,219,2733,6,Groceries,16.0,0.33,2024-01-09 07:27:00,2024-09-22 20:31:00,0
USER_0283,1045.33,772.0,961.56,74,2457,6,Fuel,13.67,0.5,2024-01-21 19:48:00,2024-07-14 11:11:00,0
USER_0284,836.12,376.5,1142.09,37,3453,8,Transportation,12.88,0.38,2024-01-06 15:03:00,2024-12-06 18:10:00,0
USER_0285,883.17,236.5,1464.24,66,4929,12,Food & Dining,14.25,0.25,2024-03-28 08:39:00,2024-11-22 18:58:00,3
USER_0286,495.33,421.0,373.64,144,1318,9,Bills & Utilities,14.22,0.56,2024-01-27 12:33:00,2024-11-10 09:24:00,0
USER_0287,1147.2,732.0,1184.97,259,4154,10,Bills & Utilities,13.3,0.7,2024-01-06 13:40:00,2024-10-20 10:37:00,0
USER_0288,1094.53,666.0,1163.63,103,4736,17,Education,14.88,0.24,2024-01-11 14:05:00,2024-12-09 22:41:00,3
USER_0289,756.33,684.0,554.98,33,1875,12,Transfer to Friends,13.58,0.33,2024-02-05 18:48:00,2024-12-09 09:27:00,3
USER_0290,719.29,511.0,646.47,144,1920,7,Groceries,13.29,0.57,2024-01-22 17:47:00,2024-12-15 21:06:00,0
USER_0291,973.83,849.0,794.94,126,1940,6,Groceries,15.67,0.17,2024-02-22 15:52:00,2024-11-28 20:25:00,2
USER_0292,767.76,524.0,608.57,144,2198,17,Groceries,13.88,0.47,2024-01-08 10:06:00,2024-12-28 09:26:00,3
USER_0293,559.0,395.5,570.25,98,1347,4,Groceries,13.75,0.5,2024-01-08 13:41:00,2024-12-22 15:00:00,0
USER_0294,1090.11,934.0,910.47,82,2641,9,Education,14.0,0.22,2024-04-01 18:59:00,2024-12-25 11:12:00,4
USER_0295,575.78,578.0,443.24,25,1190,9,Entertainment,14.22,0.11,2024-01-21 16:52:00,2024-11-29 13:12:00,2
USER_0296,1098.25,766.5,1378.91,112,5218,12,Healthcare,14.83,0.0,2024-01-17 21:06:00,2024-11-29 21:26:00,4
USER_0297,774.38,614.0,890.39,85,3626,13,Shopping,15.15,0.15,2024-01-01 20:38:00,2024-12-18 14:33:00,3
USER_0298,1377.11,931.0,1845.78,55,5982,9,Bills & Utilities,12.33,0.22,2024-02-28 09:21:00,2024-12-08 14:40:00,4
USER_0299,871.7,536.5,1156.83,40,3809,10,Food & Dining,13.2,0.3,2024-03-02 19:14:00,2024-12-23 08:58:00,3
USER_0300,1142.71,609.0,1199.22,337,3667,7,Fuel,15.43,0.0,2024-01-29 14:44:00,2024-08-16 19:00:00,4
USER_0301,589.56,262.0,567.91,48,1467,9,Transportation,13.78,0.33,2024-01-05 07:21:00,2024-12-07 14:44:00,2
USER_0302,1314.0,800.0,1456.07,196,5366,12,Shopping,13.92,0.5,2024-01-22 14:26:00,2024-09-13 18:21:00,3
USER_0303,571.31,322.0,683.24,37,2044,13,Bills & Utilities,15.31,0.15,2024-02-19 11:12:00,2024-12-26 13:33:00,2
USER_0304,1094.5,1069.0,687.46,320,1920,4,Bills & Utilities,10.75,0.0,2024-03-15 09:07:00,2024-07-17 09:42:00,2
USER_0305,801.0,430.0,906.56,72,2448,7,Transportation,12.57,0.43,2024-01-01 22:31:00,2024-12-14 11:32:00,0
USER_0306,1332.5,1072.0,1228.37,52,3680,14,Education,12.86,0.29,2024-01-22 14:37:00,2024-12-02 11:56:00,3
USER_0307,1024.38,598.0,1029.33,95,2572,8,Bills & Utilities,14.0,0.5,2024-02-18 11:59:00,2024-11-28 13:28:00,0
USER_0308,857.89,498.0,797.52,47,2560,9,Education,14.33,0.22,2024-01-22 15:06:00,2024-11-24 09:01:00,2
USER_0309,859.17,511.5,1221.77,127,4566,12,Entertainment,15.25,0.33,2024-02-27 22:14:00,2024-12-17 17:47:00,3
USER_0310,1247.85,879.0,1191.47,55,4444,13,Education,14.85,0.62,2024-01-07 11:51:00,2024-10-12 16:04:00,3
USER_0311,916.56,796.0,822.96,188,2513,9,Groceries,14.56,0.67,2024-01-08 09:39:00,2024-12-14 22:45:00,0
USER_0312,683.25,735.5,354.05,108,1177,8,Bills & Utilities,16.38,0.25,2024-04-21 12:08:00,2024-11-14 13:25:00,2
USER_0313,471.17,377.0,369.97,90,1082,6,Food & Dining,12.0,0.5,2024-02-06 13:51:00,2024-09-26 17:23:00,0
USER_0314,1535.17,860.0,1630.21,115,4504,6,Bills & Utilities,14.0,0.0,2024-01-09 19:20:00,2024-11-07 10:44:00,4
USER_0315,750.17,200.0,1190.0,83,3141,6,Entertainment,15.33,0.0,2024-01-24 21:16:00,2024-09-04 20:33:00,4
USER_0316,819.14,613.0,532.93,370,1820,7,Bills & Utilities,15.14,0.14,2024-05-09 12:19:00,2024-11-16 18:55:00,2
USER_0317,853.14,574.0,897.73,86,2770,7,Fuel,15.43,0.29,2024-01-29 11:32:00,2024-12-06 17:28:00,2
USER_0318,1641.8,1157.5,1430.19,60,4289,10,Education,14.2,0.3,2024-01-01 09:10:00,2024-09-21 16:14:00,1
USER_0319,1757.23,1157.0,1708.53,153,5569,13,Shopping,14.54,0.23,2024-01-15 15:58:00,2024-12-26 13:53:00,1
USER_0320,1422.31,1251.0,1196.65,171,4104,16,Transfer to Friends,14.62,0.44,2024-01-07 14:53:00,2024-12-30 11:33:00,3
USER_0321,508.82,356.0,426.75,87,1589,11,Entertainment,14.64,0.09,2024-01-04 10:54:00,2024-11-15 11:22:00,2
USER_0322,923.25,752.5,735.8,112,1887,8,Healthcare,13.12,0.25,2024-02-15 12:25:00,2024-10-28 14:02:00,2
USER_0323,507.6,278.0,490.9,44,1460,15,Shopping,13.87,0.33,2024-01-24 08:59:00,2024-12-28 22:30:00,3
USER_0324,1290.06,434.0,1935.93,86,6709,18,Entertainment,14.83,0.44,2024-02-06 22:51:00,2024-12-29 18:33:00,3
USER_0325,765.91,828.0,519.6,113,1817,11,Fuel,12.82,0.36,2024-01-26 19:24:00,2024-12-22 17:56:00,0
USER_0326,735.14,525.0,669.77,103,2029,7,Education,15.0,0.14,2024-01-16 10:51:00,2024-11-19 21:07:00,2
USER_0327,797.31,597.0,768.34,46,2741,13,Entertainment,15.08,0.23,2024-01-13 14:46:00,2024-12-20 20:45:00,3
USER_0328,1867.17,825.5,1798.16,126,4967,12,Healthcare,14.75,0.08,2024-01-25 13:59:00,2024-12-25 12:45:00,1
USER_0329,715.4,428.0,993.74,98,3438,10,Entertainment,13.1,0.3,2024-01-18 07:21:00,2024-11-09 08:29:00,2
USER_0330,1747.75,1027.0,1737.76,470,5462,8,Education,13.88,0.38,2024-01-24 14:51:00,2024-12-28 16:46:00,1
USER_0331,965.77,733.0,696.53,98,2562,13,Shopping,16.38,0.08,2024-02-04 13:28:00,2024-11-13 18:52:00,2
USER_0332,660.91,621.0,458.23,34,1448,11,Transfer to Friends,15.09,0.45,2024-01-27 19:06:00,2024-11-30 17:53:00,0
USER_0333,1522.75,534.5,2317.75,74,6732,8,Groceries,13.88,0.5,2024-03-07 14:57:00,2024-12-14 12:13:00,1
USER_0334,690.73,316.0,735.15,38,2252,11,Entertainment,17.0,0.18,2024-01-09 18:25:00,2024-11-12 19:13:00,2
USER_0335,1079.67,480.0,1451.33,43,4903,12,Fuel,14.42,0.33,2024-01-06 17:35:00,2024-12-06 15:35:00,3
USER_0336,1271.78,559.0,1731.25,131,5391,9,Entertainment,14.11,0.33,2024-01-11 08:26:00,2024-07-20 17:17:00,1
USER_0337,917.64,371.0,1546.71,69,5388,11,Fuel,14.64,0.18,2024-02-04 11:53:00,2024-12-26 16:37:00,4
USER_0338,991.12,1021.0,410.02,330,1611,8,Healthcare,14.12,0.25,2024-01-01 12:26:00,2024-09-21 19:31:00,2
USER_0339,725.0,131.5,1645.46,59,5361,10,Transportation,11.7,0.1,2024-02-22 14:15:00,2024-10-12 20:48:00,4
USER_0340,1172.82,629.0,1424.15,96,5070,11,Fuel,15.27,0.45,2024-01-02 13:21:00,2024-11-08 13:53:00,3
USER_0341,849.55,753.0,456.34,275,1501,11,Food & Dining,13.64,0.0,2024-01-02 10:51:00,2024-12-02 10:23:00,2
USER_0342,812.75,521.0,1027.91,113,3906,12,Food & Dining,12.75,0.25,2024-01-28 13:15:00,2024-11-25 16:30:00,3
USER_0343,709.92,521.0,641.16,100,2060,13,Shopping,14.62,0.54,2024-01-15 17:16:00,2024-10-28 18:24:00,3
USER_0344,1594.44,1376.0,1526.4,147,5028,9,Education,13.33,0.44,2024-02-06 17:37:00,2024-12-28 10:21:00,1
USER_0345,826.73,314.0,1070.96,76,4097,15,Entertainment,14.2,0.4,2024-01-28 12:05:00,2024-11-16 18:46:00,3
USER_0346,850.36,632.0,815.19,71,2629,11,Entertainment,14.36,0.45,2024-01-07 20:44:00,2024-11-03 12:44:00,0
USER_0347,493.2,318.5,495.59,91,1470,10,Bills & Utilities,16.1,0.4,2024-02-19 17:55:00,2024-12-24 18:13:00,0
USER_0348,716.09,900.0,419.72,126,1343,11,Food & Dining,13.0,0.36,2024-02-18 19:29:00,2024-09-07 13:25:00,2
USER_0349,1074.0,692.0,1515.53,81,5503,11,Bills & Utilities,13.64,0.27,2024-02-03 11:01:00,2024-10-22 10:16:00,4
USER_0350,983.09,662.0,798.52,136,2686,11,Education,14.91,0.36,2024-01-18 16:52:00,2024-10-02 20:08:00,3
USER_0351,1938.5,1619.5,1622.28,113,4233,6,Education,12.67,0.17,2024-03-19 13:49:00,2024-11-23 14:17:00,1
USER_0352,1008.46,1059.0,737.39,62,2117,13,Entertainment,14.54,0.15,2024-01-19 16:18:00,2024-12-14 19:09:00,3
USER_0353,364.54,231.0,273.51,109,999,13,Transportation,13.0,0.23,2024-01-22 17:57:00,2024-11-29 17:55:00,2
USER_0354,1138.23,1030.0,933.67,84,3417,13,Healthcare,13.85,0.38,2024-01-20 09:11:00,2024-12-13 13:07:00,3
USER_0355,1387.67,1123.0,1023.64,402,3161,6,Shopping,14.5,0.5,2024-01-18 11:20:00,2024-10-12 16:11:00,0
USER_0356,1627.17,988.5,1779.25,368,5164,6,Bills & Utilities,12.67,0.17,2024-01-27 10:32:00,2024-07-15 13:36:00,1
USER_0357,1133.94,383.5,1507.31,97,5741,16,Bills & Utilities,13.38,0.25,2024-02-04 12:47:00,2024-12-01 08:03:00,3
USER_0358,1823.17,985.0,1690.35,46,4377,12,Transfer to Friends,13.67,0.0,2024-02-01 07:37:00,2024-11-27 11:39:00,4
USER_0359,1967.46,1322.0,1933.41,175,6007,13,Transfer to Friends,16.46,0.08,2024-02-06 16:19:00,2024-12-16 17:16:00,1
USER_0360,1235.83,665.5,1584.73,109,5311,12,Bills & Utilities,14.17,0.33,2024-03-07 12:45:00,2024-12-11 10:25:00,3
USER_0361,1189.5,808.0,1479.18,93,4977,10,Transfer to Friends,14.2,0.4,2024-01-07 14:42:00,2024-12-30 10:27:00,3
USER_0362,1074.08,684.0,930.1,103,2815,12,Bills & Utilities,12.0,0.17,2024-01-27 15:31:00,2024-10-18 17:12:00,4
USER_0363,607.44,564.0,437.63,63,1345,9,Entertainment,14.22,0.11,2024-03-19 21:05:00,2024-12-07 08:24:00,2
USER_0364,1232.6,521.0,2001.8,181,7998,15,Entertainment,17.27,0.47,2024-01-05 20:10:00,2024-12-29 20:05:00,3
USER_0365,1558.89,1733.0,1149.47,219,3278,9,Fuel,15.0,0.33,2024-02-09 13:30:00,2024-12-08 19:35:00,4
USER_0366,844.5,744.5,692.28,97,2176,10,Bills & Utilities,12.6,0.4,2024-01-10 20:18:00,2024-08-11 15:47:00,0
USER_0367,785.79,648.5,685.15,27,2563,14,Fuel,14.07,0.43,2024-02-29 13:45:00,2024-12-05 19:56:00,3
USER_0368,547.38,337.5,529.45,84,1661,8,Food & Dining,14.25,0.38,2024-02-06 17:11:00,2024-12-10 19:57:00,0
USER_0369,510.0,501.5,278.31,81,994,8,Food & Dining,15.12,0.12,2024-01-10 21:03:00,2024-12-29 09:19:00,2
USER_0370,1765.33,793.0,1828.28,224,5056,9,Education,14.22,0.22,2024-01-24 15:18:00,2024-11-13 08:11:00,1
USER_0371,644.0,448.0,406.81,233,1221,7,Shopping,15.29,0.29,2024-01-01 22:35:00,2024-11-05 14:27:00,2
USER_0372,718.29,606.0,529.87,56,1798,7,Food & Dining,15.14,0.29,2024-02-19 22:52:00,2024-11-07 21:53:00,2
USER_0373,914.64,738.0,707.49,196,2461,11,Healthcare,12.0,0.36,2024-01-29 12:26:00,2024-11-20 09:16:00,3
USER_0374,659.11,427.0,761.57,81,2510,9,Food & Dining,14.22,0.11,2024-01-19 11:09:00,2024-12-24 15:31:00,2
USER_0375,1311.78,638.0,1441.82,205,3921,9,Fuel,13.44,0.11,2024-01-25 11:34:00,2024-12-20 12:51:00,4
USER_0376,1427.86,701.0,1704.86,173,4474,7,Education,15.14,0.57,2024-04-19 10:23:00,2024-12-08 13:58:00,1
USER_0377,598.22,447.0,444.88,130,1446,9,Food & Dining,14.67,0.0,2024-01-11 13:02:00,2024-12-27 21:46:00,2
USER_0378,418.7,231.5,438.7,74,1287,10,Transportation,12.2,0.2,2024-03-22 08:57:00,2024-12-07 11:53:00,2
USER_0379,1038.92,406.5,1615.62,34,5673,12,Bills & Utilities,14.67,0.25,2024-01-06 20:59:00,2024-11-25 15:20:00,4
USER_0380,887.0,886.0,697.73,95,1871,8,Shopping,14.38,0.0,2024-02-12 10:14:00,2024-12-24 11:03:00,2
USER_0381,977.69,491.0,1432.56,164,5057,13,Entertainment,15.31,0.23,2024-01-03 18:57:00,2024-12-23 22:26:00,3
USER_0382,786.33,621.0,792.28,55,2185,6,Healthcare,12.5,0.5,2024-01-31 07:21:00,2024-11-09 15:10:00,0
USER_0383,1210.15,598.0,1687.87,75,6355,13,Education,13.77,0.31,2024-01-22 10:03:00,2024-12-24 09:41:00,3
USER_0384,1200.33,688.0,1604.53,124,5207,9,Groceries,10.78,0.11,2024-03-29 08:28:00,2024-12-20 13:59:00,4
USER_0385,1088.17,493.5,1328.08,142,3582,6,Groceries,16.67,0.17,2024-03-08 21:45:00,2024-10-02 19:54:00,4
USER_0386,2248.4,1414.5,2430.18,55,6447,10,Transfer to Friends,14.2,0.4,2024-01-03 11:43:00,2024-12-19 16:35:00,1
USER_0387,1457.62,885.0,1419.37,133,3690,8,Shopping,14.25,0.0,2024-03-21 21:24:00,2024-11-21 07:36:00,4
USER_0388,1232.38,829.0,1162.84,397,3984,8,Food & Dining,14.38,0.25,2024-01-29 11:39:00,2024-12-02 18:22:00,4
USER_0389,964.93,532.5,1069.43,30,2897,14,Food & Dining,14.14,0.29,2024-01-13 09:03:00,2024-12-05 11:52:00,3
USER_0390,192.67,199.0,91.66,98,281,3,Transportation,16.0,0.0,2024-05-10 17:50:00,2024-11-18 13:14:00,2
USER_0391,662.2,534.5,578.87,36,1628,10,Transportation,14.4,0.4,2024-04-08 07:47:00,2024-12-10 13:26:00,0
USER_0392,1430.67,1024.0,1362.8,227,4445,12,Education,14.75,0.25,2024-01-09 15:31:00,2024-08-30 11:56:00,4
USER_0393,1043.25,1013.5,796.99,32,2213,8,Bills & Utilities,13.88,0.25,2024-01-24 13:10:00,2024-12-24 18:27:00,2
USER_0394,982.1,318.0,1665.74,52,5279,10,Groceries,13.6,0.2,2024-01-29 17:34:00,2024-11-15 09:44:00,4
USER_0395,490.86,382.0,253.66,238,914,7,Food & Dining,15.0,0.29,2024-02-23 08:00:00,2024-12-12 19:31:00,2
USER_0396,703.67,697.0,366.5,178,1308,6,Bills & Utilities,15.0,0.17,2024-01-08 17:13:00,2024-12-16 17:30:00,2
USER_0397,998.38,322.0,1689.05,61,6387,13,Groceries,14.15,0.15,2024-02-14 21:16:00,2024-12-03 17:33:00,4
USER_0398,1100.62,576.5,1245.19,132,4199,16,Education,13.81,0.5,2024-02-08 19:24:00,2024-11-08 10:11:00,3
USER_0399,872.36,808.5,594.04,38,1905,14,Food & Dining,13.14,0.36,2024-02-04 13:27:00,2024-12-25 10:10:00,3
USER_0400,983.14,536.0,1363.8,93,3962,7,Education,14.71,0.14,2024-01-22 17:28:00,2024-10-25 09:07:00,4
USER_0401,1582.77,398.0,2438.54,151,8276,13,Transfer to Friends,13.54,0.15,2024-01-04 16:15:00,2024-11-29 12:01:00,1
USER_0402,1472.71,1186.0,992.86,303,3088,7,Bills & Utilities,11.71,0.29,2024-01-09 11:57:00,2024-09-23 10:03:00,4
USER_0403,748.25,362.5,950.84,71,2791,8,Entertainment,15.12,0.0,2024-02-01 07:30:00,2024-10-21 09:40:00,2
USER_0404,1201.0,522.0,1787.97,295,4835,6,Entertainment,15.0,0.5,2024-02-13 19:57:00,2024-12-23 18:16:00,1
USER_0405,703.08,546.5,577.56,127,1859,12,Shopping,13.92,0.33,2024-03-10 12:02:00,2024-12-29 19:56:00,3
USER_0406,769.58,257.5,927.86,126,2744,12,Entertainment,16.17,0.17,2024-01-04 17:08:00,2024-10-23 10:13:00,2
USER_0407,481.44,184.0,468.63,83,1373,9,Entertainment,14.56,0.33,2024-01-06 13:38:00,2024-12-08 16:44:00,2
