transaction_id,user_id,timestamp,amount,category,receiver_id,receiver_type,status,payment_method,location,day_of_week,hour,is_weekend
TXN_001379,USER_0326,2024-07-09 20:11:00,103,Food & Dining,E-commerce_5726,E-commerce,SUCCESS,PhonePe,Chennai,Tuesday,20,0
TXN_001380,USER_0868,2024-10-22 09:20:00,831,Healthcare,Individual_4372,Individual,SUCCESS,Amazon Pay,Mumbai,Tuesday,9,0
TXN_001381,USER_0929,2024-08-13 10:09:00,1925,Bills & Utilities,E-commerce_9543,E-commerce,SUCCESS,Paytm,Bangalore,Tuesday,10,0
TXN_001382,USER_0453,2024-08-03 09:42:00,397,Food & Dining,E-commerce_2146,E-commerce,SUCCESS,Google Pay,Mumbai,Saturday,9,1
TXN_001383,USER_0650,2024-05-13 10:05:00,909,Shopping,Individual_2503,Individual,SUCCESS,Google Pay,Lucknow,Monday,10,0
TXN_001384,USER_0563,2024-03-28 09:14:00,1025,Bills & Utilities,Merchant_7983,Merchant,SUCCESS,Cred,Ahmedabad,Thursday,9,0
TXN_001385,USER_0319,2024-09-02 12:41:00,334,Shopping,Individual_7947,Individual,SUCCESS,Google Pay,Lucknow,Monday,12,0
TXN_001386,USER_0255,2024-02-05 19:11:00,411,Entertainment,E-commerce_4299,E-commerce,SUCCESS,Paytm,Ahmedabad,Monday,19,0
TXN_001387,USER_0082,2024-05-18 12:51:00,1890,Healthcare,E-commerce_3748,E-commerce,SUCCESS,BHIM,Ahmedabad,Saturday,12,1
TXN_001388,USER_0433,2024-05-25 14:57:00,292,Fuel,Individual_8897,Individual,SUCCESS,PhonePe,Pune,Saturday,14,1
TXN_001389,USER_0438,2024-09-22 18:01:00,302,Transportation,Individual_3878,Individual,SUCCESS,Paytm,Pune,Sunday,18,1
TXN_001390,USER_0475,2024-07-16 20:55:00,487,Entertainment,Service Provider_7146,Service Provider,SUCCESS,Amazon Pay,Lucknow,Tuesday,20,0
TXN_001391,USER_0493,2024-10-29 17:49:00,174,Transportation,Individual_8688,Individual,SUCCESS,Google Pay,Bangalore,Tuesday,17,0
TXN_001392,USER_0939,2024-03-22 12:40:00,1098,Bills & Utilities,Merchant_9203,Merchant,SUCCESS,Cred,Hyderabad,Friday,12,0
TXN_001393,USER_0504,2024-11-22 14:29:00,4166,Education,E-commerce_7113,E-commerce,SUCCESS,BHIM,Ahmedabad,Friday,14,0
TXN_001394,USER_0316,2024-10-16 15:00:00,1143,Transfer to Friends,E-commerce_1636,E-commerce,SUCCESS,PhonePe,Pune,Wednesday,15,0
TXN_001395,USER_0955,2024-03-28 11:11:00,2333,Transfer to Friends,Individual_8148,Individual,SUCCESS,Paytm,Hyderabad,Thursday,11,0
TXN_001396,USER_0522,2024-05-08 09:23:00,166,Groceries,Merchant_7313,Merchant,SUCCESS,BHIM,Chennai,Wednesday,9,0
TXN_001397,USER_0249,2024-07-12 14:45:00,84,Groceries,Service Provider_1462,Service Provider,SUCCESS,Cred,Bangalore,Friday,14,0
TXN_001398,USER_0268,2024-06-11 18:28:00,1067,Transfer to Friends,Individual_5166,Individual,SUCCESS,Google Pay,Lucknow,Tuesday,18,0
TXN_001399,USER_0593,2024-05-17 20:41:00,2153,Shopping,Merchant_2512,Merchant,SUCCESS,Cred,Pune,Friday,20,0
TXN_001400,USER_0408,2024-02-11 21:31:00,467,Transfer to Friends,Individual_7929,Individual,SUCCESS,Google Pay,Pune,Sunday,21,1
TXN_001401,USER_0259,2024-09-09 19:41:00,179,Entertainment,Service Provider_7743,Service Provider,SUCCESS,Cred,Delhi,Monday,19,0
TXN_001402,USER_0112,2024-08-18 14:51:00,805,Transfer to Friends,Individual_5407,Individual,SUCCESS,Cred,Chennai,Sunday,14,1
TXN_001403,USER_0953,2024-03-13 12:52:00,6423,Education,Merchant_3759,Merchant,SUCCESS,BHIM,Mumbai,Wednesday,12,0
TXN_001404,USER_0100,2024-06-16 17:03:00,150,Transportation,E-commerce_5724,E-commerce,SUCCESS,Cred,Pune,Sunday,17,1
TXN_001405,USER_0175,2024-10-25 16:08:00,929,Shopping,Individual_3200,Individual,SUCCESS,Google Pay,Ahmedabad,Friday,16,0
TXN_001406,USER_0187,2024-05-05 20:06:00,228,Fuel,E-commerce_4482,E-commerce,SUCCESS,Google Pay,Chennai,Sunday,20,1
TXN_001407,USER_0061,2024-07-29 15:36:00,613,Shopping,Service Provider_7697,Service Provider,FAILED,BHIM,Lucknow,Monday,15,0
TXN_001408,USER_0112,2024-08-05 15:07:00,297,Shopping,Service Provider_2404,Service Provider,SUCCESS,BHIM,Delhi,Monday,15,0
TXN_001409,USER_0284,2024-05-11 17:03:00,89,Transportation,Merchant_4846,Merchant,SUCCESS,BHIM,Ahmedabad,Saturday,17,1
TXN_001410,USER_0689,2024-09-09 07:23:00,173,Transportation,Merchant_5359,Merchant,SUCCESS,PhonePe,Lucknow,Monday,7,0
TXN_001411,USER_0809,2024-11-16 09:20:00,459,Food & Dining,Individual_9557,Individual,SUCCESS,PhonePe,Pune,Saturday,9,1
TXN_001412,USER_0618,2024-09-27 08:56:00,834,Fuel,E-commerce_8753,E-commerce,SUCCESS,Paytm,Lucknow,Friday,8,0
TXN_001413,USER_0440,2024-03-11 16:22:00,1542,Healthcare,Service Provider_6164,Service Provider,SUCCESS,Google Pay,Hyderabad,Monday,16,0
TXN_001414,USER_0682,2024-04-14 14:54:00,3381,Education,Merchant_6833,Merchant,SUCCESS,Paytm,Delhi,Sunday,14,1
TXN_001415,USER_0004,2024-11-02 20:05:00,302,Groceries,Individual_1420,Individual,SUCCESS,Amazon Pay,Delhi,Saturday,20,1
TXN_001416,USER_0890,2024-03-02 18:57:00,364,Fuel,Individual_7036,Individual,SUCCESS,BHIM,Lucknow,Saturday,18,1
TXN_001417,USER_0703,2024-02-05 13:27:00,778,Groceries,Individual_1051,Individual,SUCCESS,Cred,Hyderabad,Monday,13,0
TXN_001418,USER_0018,2024-07-22 16:50:00,1503,Healthcare,Service Provider_8279,Service Provider,SUCCESS,Google Pay,Lucknow,Monday,16,0
TXN_001419,USER_0497,2024-01-10 10:38:00,1299,Education,Service Provider_8010,Service Provider,SUCCESS,BHIM,Delhi,Wednesday,10,0
TXN_001420,USER_0752,2024-10-03 09:14:00,4629,Education,Individual_3345,Individual,SUCCESS,Amazon Pay,Lucknow,Thursday,9,0
TXN_001421,USER_0804,2024-02-03 17:45:00,340,Fuel,Individual_9158,Individual,SUCCESS,PhonePe,Kolkata,Saturday,17,1
TXN_001422,USER_0853,2024-08-18 18:09:00,575,Fuel,Individual_8311,Individual,SUCCESS,PhonePe,Ahmedabad,Sunday,18,1
TXN_001423,USER_0679,2024-09-27 06:27:00,181,Fuel,Individual_4467,Individual,SUCCESS,Google Pay,Delhi,Friday,6,0
TXN_001424,USER_0109,2024-04-18 11:16:00,1883,Education,Individual_6349,Individual,SUCCESS,BHIM,Kolkata,Thursday,11,0
TXN_001425,USER_0226,2024-11-15 18:46:00,216,Entertainment,Merchant_3224,Merchant,SUCCESS,Amazon Pay,Ahmedabad,Friday,18,0
TXN_001426,USER_0093,2024-07-23 11:49:00,684,Healthcare,Merchant_6623,Merchant,SUCCESS,BHIM,Pune,Tuesday,11,0
TXN_001427,USER_0670,2024-05-11 09:53:00,485,Fuel,Individual_4662,Individual,SUCCESS,Paytm,Delhi,Saturday,9,1
TXN_001428,USER_0298,2024-09-21 08:22:00,172,Transportation,Merchant_6574,Merchant,SUCCESS,Cred,Lucknow,Saturday,8,1
TXN_001429,USER_0960,2024-07-12 16:41:00,499,Bills & Utilities,Service Provider_3087,Service Provider,SUCCESS,Paytm,Pune,Friday,16,0
TXN_001430,USER_0591,2024-09-01 13:47:00,61,Food & Dining,Merchant_9775,Merchant,SUCCESS,Google Pay,Pune,Sunday,13,1
TXN_001431,USER_0434,2024-02-15 13:49:00,487,Healthcare,Individual_9515,Individual,SUCCESS,Cred,Lucknow,Thursday,13,0
TXN_001432,USER_0605,2024-05-18 13:42:00,304,Bills & Utilities,E-commerce_1150,E-commerce,SUCCESS,Amazon Pay,Ahmedabad,Saturday,13,1
TXN_001433,USER_0324,2024-11-21 13:25:00,504,Shopping,Individual_9189,Individual,SUCCESS,Cred,Ahmedabad,Thursday,13,0
TXN_001434,USER_0151,2024-05-24 10:50:00,1416,Transfer to Friends,Individual_1562,Individual,FAILED,Amazon Pay,Hyderabad,Friday,10,0
TXN_001435,USER_0317,2024-02-25 11:24:00,930,Fuel,Service Provider_8836,Service Provider,SUCCESS,Cred,Chennai,Sunday,11,1
TXN_001436,USER_0507,2024-06-17 21:22:00,80,Entertainment,Merchant_6458,Merchant,SUCCESS,Google Pay,Chennai,Monday,21,0
TXN_001437,USER_0869,2024-06-04 13:34:00,715,Bills & Utilities,Individual_8987,Individual,SUCCESS,Cred,Pune,Tuesday,13,0
TXN_001438,USER_0307,2024-03-25 15:33:00,865,Shopping,E-commerce_6528,E-commerce,SUCCESS,BHIM,Ahmedabad,Monday,15,0
TXN_001439,USER_0357,2024-06-04 13:40:00,2724,Education,Merchant_9648,Merchant,FAILED,Cred,Kolkata,Tuesday,13,0
TXN_001440,USER_0290,2024-05-11 11:09:00,511,Bills & Utilities,Merchant_3144,Merchant,FAILED,Paytm,Lucknow,Saturday,11,1
TXN_001441,USER_0887,2024-09-09 19:02:00,379,Food & Dining,Service Provider_8496,Service Provider,SUCCESS,Cred,Bangalore,Monday,19,0
TXN_001442,USER_0592,2024-08-26 11:48:00,2203,Shopping,E-commerce_5769,E-commerce,SUCCESS,Google Pay,Chennai,Monday,11,0
TXN_001443,USER_0224,2024-09-09 11:07:00,1111,Bills & Utilities,Service Provider_2670,Service Provider,FAILED,Cred,Bangalore,Monday,11,0
TXN_001444,USER_0386,2024-01-03 11:43:00,455,Education,Merchant_2573,Merchant,SUCCESS,Paytm,Ahmedabad,Wednesday,11,0
TXN_001445,USER_0184,2024-01-09 09:29:00,558,Food & Dining,Service Provider_8107,Service Provider,SUCCESS,Google Pay,Pune,Tuesday,9,0
TXN_001446,USER_0251,2024-05-18 09:34:00,204,Food & Dining,Individual_7498,Individual,SUCCESS,BHIM,Kolkata,Saturday,9,1
TXN_001447,USER_0705,2024-06-20 15:37:00,3879,Transfer to Friends,E-commerce_2468,E-commerce,SUCCESS,BHIM,Pune,Thursday,15,0
TXN_001448,USER_0282,2024-08-27 19:20:00,639,Groceries,Merchant_2966,Merchant,SUCCESS,PhonePe,Delhi,Tuesday,19,0
TXN_001449,USER_0125,2024-03-13 12:11:00,484,Groceries,Merchant_8856,Merchant,SUCCESS,Paytm,Delhi,Wednesday,12,0
TXN_001450,USER_0814,2024-09-12 17:37:00,946,Transfer to Friends,E-commerce_8932,E-commerce,SUCCESS,Cred,Pune,Thursday,17,0
TXN_001451,USER_0306,2024-07-29 08:12:00,2197,Transfer to Friends,Merchant_6328,Merchant,FAILED,PhonePe,Jaipur,Monday,8,0
TXN_001452,USER_0190,2024-09-01 10:09:00,3093,Education,E-commerce_9788,E-commerce,SUCCESS,Amazon Pay,Ahmedabad,Sunday,10,1
TXN_001453,USER_0066,2024-03-24 20:31:00,388,Fuel,Individual_2922,Individual,SUCCESS,Google Pay,Lucknow,Sunday,20,1
TXN_001454,USER_0712,2024-06-06 20:46:00,201,Shopping,E-commerce_6149,E-commerce,FAILED,PhonePe,Mumbai,Thursday,20,0
TXN_001455,USER_0132,2024-08-31 10:11:00,2405,Transfer to Friends,Individual_2438,Individual,SUCCESS,Amazon Pay,Kolkata,Saturday,10,1
TXN_001456,USER_0872,2024-02-28 08:48:00,407,Food & Dining,Merchant_9292,Merchant,SUCCESS,Paytm,Hyderabad,Wednesday,8,0
TXN_001457,USER_0990,2024-10-12 16:11:00,490,Fuel,E-commerce_1001,E-commerce,SUCCESS,Google Pay,Kolkata,Saturday,16,1
TXN_001458,USER_0048,2024-04-01 19:22:00,489,Fuel,E-commerce_3291,E-commerce,SUCCESS,Amazon Pay,Ahmedabad,Monday,19,0
TXN_001459,USER_0712,2024-08-21 14:37:00,1720,Healthcare,Individual_2622,Individual,SUCCESS,Cred,Mumbai,Wednesday,14,0
TXN_001460,USER_0243,2024-09-02 09:10:00,279,Food & Dining,Individual_5910,Individual,SUCCESS,Google Pay,Bangalore,Monday,9,0
TXN_001461,USER_0617,2024-11-08 08:01:00,195,Fuel,Service Provider_5544,Service Provider,SUCCESS,Google Pay,Lucknow,Friday,8,0
TXN_001462,USER_0433,2024-11-23 17:45:00,50,Transportation,Service Provider_7255,Service Provider,SUCCESS,Cred,Bangalore,Saturday,17,1
TXN_001463,USER_0410,2024-12-10 16:15:00,191,Groceries,Service Provider_7968,Service Provider,SUCCESS,Cred,Bangalore,Tuesday,16,0
TXN_001464,USER_0549,2024-11-12 15:00:00,822,Bills & Utilities,Service Provider_4156,Service Provider,SUCCESS,Cred,Hyderabad,Tuesday,15,0
TXN_001465,USER_0578,2024-01-10 06:38:00,885,Fuel,E-commerce_3514,E-commerce,SUCCESS,Paytm,Pune,Wednesday,6,0
TXN_001466,USER_0389,2024-03-11 19:56:00,194,Food & Dining,Individual_2270,Individual,SUCCESS,Paytm,Delhi,Monday,19,0
TXN_001467,USER_0545,2024-03-16 18:19:00,157,Transportation,Merchant_6396,Merchant,SUCCESS,Cred,Delhi,Saturday,18,1
TXN_001468,USER_0372,2024-05-01 09:38:00,586,Healthcare,Individual_4698,Individual,SUCCESS,Paytm,Mumbai,Wednesday,9,0
TXN_001469,USER_0101,2024-07-09 11:08:00,4085,Education,E-commerce_2720,E-commerce,SUCCESS,PhonePe,Bangalore,Tuesday,11,0
TXN_001470,USER_0540,2024-04-19 21:32:00,373,Entertainment,Merchant_9666,Merchant,FAILED,Paytm,Lucknow,Friday,21,0
TXN_001471,USER_0887,2024-12-29 20:11:00,486,Entertainment,Merchant_1785,Merchant,SUCCESS,Google Pay,Hyderabad,Sunday,20,1
TXN_001472,USER_0970,2024-08-16 15:19:00,2952,Education,Service Provider_9711,Service Provider,SUCCESS,Amazon Pay,Lucknow,Friday,15,0
TXN_001473,USER_0904,2024-11-01 14:24:00,4745,Education,Individual_5244,Individual,SUCCESS,PhonePe,Jaipur,Friday,14,0
TXN_001474,USER_0731,2024-06-25 10:16:00,1553,Shopping,Individual_7206,Individual,SUCCESS,Amazon Pay,Kolkata,Tuesday,10,0
TXN_001475,USER_0055,2024-05-26 15:08:00,1812,Healthcare,E-commerce_8500,E-commerce,SUCCESS,Google Pay,Ahmedabad,Sunday,15,1
TXN_001476,USER_0363,2024-05-23 09:01:00,564,Groceries,Service Provider_8008,Service Provider,SUCCESS,Amazon Pay,Chennai,Thursday,9,0
TXN_001477,USER_0313,2024-09-26 17:23:00,201,Transportation,E-commerce_6123,E-commerce,SUCCESS,PhonePe,Delhi,Thursday,17,0
TXN_001478,USER_0079,2024-12-04 16:33:00,1663,Bills & Utilities,Individual_1940,Individual,SUCCESS,PhonePe,Kolkata,Wednesday,16,0
TXN_001479,USER_0568,2024-01-23 12:13:00,428,Groceries,E-commerce_9334,E-commerce,SUCCESS,Cred,Bangalore,Tuesday,12,0
TXN_001480,USER_0492,2024-04-02 09:03:00,485,Groceries,E-commerce_1227,E-commerce,SUCCESS,Amazon Pay,Chennai,Tuesday,9,0
TXN_001481,USER_0933,2024-08-02 20:31:00,164,Food & Dining,E-commerce_9754,E-commerce,SUCCESS,Cred,Hyderabad,Friday,20,0
TXN_001482,USER_0251,2024-07-12 17:18:00,1102,Fuel,E-commerce_3761,E-commerce,FAILED,Cred,Jaipur,Friday,17,0
TXN_001483,USER_0926,2024-09-22 09:26:00,1309,Bills & Utilities,Merchant_7013,Merchant,SUCCESS,Google Pay,Jaipur,Sunday,9,1
TXN_001484,USER_0362,2024-05-07 13:00:00,124,Food & Dining,E-commerce_7211,E-commerce,SUCCESS,Google Pay,Hyderabad,Tuesday,13,0
TXN_001485,USER_0994,2024-07-28 17:37:00,260,Transportation,Individual_9832,Individual,SUCCESS,PhonePe,Kolkata,Sunday,17,1
TXN_001486,USER_0307,2024-04-13 20:52:00,116,Groceries,Service Provider_4490,Service Provider,SUCCESS,PhonePe,Lucknow,Saturday,20,1
TXN_001487,USER_0404,2024-09-22 10:47:00,295,Bills & Utilities,Merchant_8586,Merchant,SUCCESS,Amazon Pay,Ahmedabad,Sunday,10,1
TXN_001488,USER_0059,2024-06-06 13:54:00,789,Healthcare,E-commerce_6382,E-commerce,SUCCESS,Paytm,Hyderabad,Thursday,13,0
TXN_001489,USER_0110,2024-02-25 13:03:00,136,Food & Dining,Individual_7587,Individual,SUCCESS,Paytm,Mumbai,Sunday,13,1
TXN_001490,USER_0104,2024-12-27 13:27:00,4386,Education,Individual_2388,Individual,SUCCESS,Amazon Pay,Jaipur,Friday,13,0
TXN_001491,USER_0921,2024-08-05 10:15:00,1556,Shopping,Merchant_8985,Merchant,SUCCESS,PhonePe,Bangalore,Monday,10,0
TXN_001492,USER_0788,2024-03-02 19:42:00,714,Entertainment,E-commerce_7477,E-commerce,SUCCESS,Paytm,Kolkata,Saturday,19,1
TXN_001493,USER_0374,2024-12-24 15:31:00,545,Education,Service Provider_2780,Service Provider,FAILED,BHIM,Ahmedabad,Tuesday,15,0
TXN_001494,USER_0166,2024-12-30 18:30:00,2485,Shopping,E-commerce_1095,E-commerce,SUCCESS,Paytm,Chennai,Monday,18,0
TXN_001495,USER_0114,2024-10-16 16:56:00,400,Bills & Utilities,Merchant_3190,Merchant,SUCCESS,BHIM,Pune,Wednesday,16,0
TXN_001496,USER_0762,2024-09-18 14:44:00,1376,Healthcare,Individual_4260,Individual,SUCCESS,BHIM,Kolkata,Wednesday,14,0
TXN_001497,USER_0122,2024-08-10 13:53:00,5164,Education,E-commerce_3087,E-commerce,SUCCESS,Paytm,Pune,Saturday,13,1
TXN_001498,USER_0514,2024-03-18 11:42:00,2942,Education,Merchant_2767,Merchant,SUCCESS,PhonePe,Bangalore,Monday,11,0
TXN_001499,USER_0160,2024-12-19 14:25:00,683,Healthcare,Individual_1852,Individual,SUCCESS,Cred,Hyderabad,Thursday,14,0
TXN_001500,USER_0440,2024-03-13 18:52:00,5886,Transfer to Friends,E-commerce_8867,E-commerce,SUCCESS,Paytm,Kolkata,Wednesday,18,0
TXN_001501,USER_0498,2024-10-25 18:50:00,26,Transportation,Individual_3498,Individual,SUCCESS,Cred,Jaipur,Friday,18,0
TXN_001502,USER_0192,2024-07-29 16:25:00,303,Bills & Utilities,Merchant_5317,Merchant,SUCCESS,Cred,Chennai,Monday,16,0
TXN_001503,USER_0683,2024-09-29 12:43:00,2814,Education,E-commerce_2688,E-commerce,SUCCESS,Cred,Jaipur,Sunday,12,1
TXN_001504,USER_0626,2024-12-14 13:09:00,283,Shopping,Individual_4758,Individual,SUCCESS,PhonePe,Bangalore,Saturday,13,1
TXN_001505,USER_0411,2024-07-16 13:07:00,118,Food & Dining,Individual_3395,Individual,SUCCESS,BHIM,Mumbai,Tuesday,13,0
TXN_001506,USER_0632,2024-05-25 14:00:00,793,Bills & Utilities,Merchant_7231,Merchant,SUCCESS,BHIM,Jaipur,Saturday,14,1
TXN_001507,USER_0314,2024-06-13 11:14:00,1018,Bills & Utilities,Service Provider_7980,Service Provider,SUCCESS,BHIM,Mumbai,Thursday,11,0
TXN_001508,USER_0523,2024-12-04 16:46:00,5934,Education,Service Provider_2803,Service Provider,SUCCESS,Paytm,Hyderabad,Wednesday,16,0
TXN_001509,USER_0288,2024-09-17 15:30:00,1006,Healthcare,Individual_6240,Individual,SUCCESS,PhonePe,Bangalore,Tuesday,15,0
TXN_001510,USER_0042,2024-06-28 09:38:00,336,Food & Dining,Service Provider_4473,Service Provider,SUCCESS,Paytm,Ahmedabad,Friday,9,0
TXN_001511,USER_0287,2024-01-06 13:40:00,378,Transfer to Friends,E-commerce_4028,E-commerce,SUCCESS,Paytm,Ahmedabad,Saturday,13,1
TXN_001512,USER_0373,2024-11-20 09:16:00,433,Healthcare,Merchant_2587,Merchant,SUCCESS,Cred,Mumbai,Wednesday,9,0
TXN_001513,USER_0700,2024-03-30 11:27:00,531,Fuel,Service Provider_6907,Service Provider,SUCCESS,Cred,Hyderabad,Saturday,11,1
TXN_001514,USER_0761,2024-09-30 18:15:00,1157,Transfer to Friends,Individual_5521,Individual,SUCCESS,Google Pay,Lucknow,Monday,18,0
TXN_001515,USER_0394,2024-06-04 08:56:00,52,Transportation,Individual_2971,Individual,SUCCESS,PhonePe,Lucknow,Tuesday,8,0
TXN_001516,USER_0992,2024-08-04 15:01:00,1038,Bills & Utilities,E-commerce_2616,E-commerce,SUCCESS,PhonePe,Jaipur,Sunday,15,1
TXN_001517,USER_0634,2024-03-31 15:14:00,870,Healthcare,E-commerce_4309,E-commerce,SUCCESS,Amazon Pay,Bangalore,Sunday,15,1
TXN_001518,USER_0045,2024-01-04 18:00:00,2019,Shopping,E-commerce_5137,E-commerce,SUCCESS,Amazon Pay,Hyderabad,Thursday,18,0
TXN_001519,USER_0917,2024-03-02 09:35:00,503,Healthcare,Merchant_8145,Merchant,SUCCESS,PhonePe,Ahmedabad,Saturday,9,1
TXN_001520,USER_0430,2024-08-27 10:12:00,967,Fuel,Individual_5491,Individual,SUCCESS,Cred,Bangalore,Tuesday,10,0
TXN_001521,USER_0297,2024-07-23 20:55:00,261,Food & Dining,Merchant_4116,Merchant,SUCCESS,Cred,Pune,Tuesday,20,0
TXN_001522,USER_0507,2024-11-20 15:35:00,806,Fuel,Individual_8172,Individual,SUCCESS,Amazon Pay,Pune,Wednesday,15,0
TXN_001523,USER_0576,2024-02-29 13:00:00,4519,Education,Service Provider_4390,Service Provider,SUCCESS,Google Pay,Mumbai,Thursday,13,0
TXN_001524,USER_0164,2024-02-07 16:25:00,3955,Transfer to Friends,Merchant_9401,Merchant,SUCCESS,BHIM,Jaipur,Wednesday,16,0
TXN_001525,USER_0725,2024-06-06 14:48:00,1012,Fuel,Service Provider_4609,Service Provider,SUCCESS,Paytm,Kolkata,Thursday,14,0
TXN_001526,USER_0566,2024-02-25 07:11:00,215,Transportation,Individual_1747,Individual,SUCCESS,Amazon Pay,Chennai,Sunday,7,1
TXN_001527,USER_0299,2024-05-10 19:18:00,264,Food & Dining,Individual_5550,Individual,SUCCESS,Google Pay,Kolkata,Friday,19,0
TXN_001528,USER_0895,2024-01-02 19:55:00,461,Food & Dining,Individual_4440,Individual,SUCCESS,Amazon Pay,Delhi,Tuesday,19,0
TXN_001529,USER_0002,2024-05-10 11:56:00,1063,Healthcare,Service Provider_2363,Service Provider,SUCCESS,Cred,Jaipur,Friday,11,0
TXN_001530,USER_0271,2024-06-26 14:45:00,1032,Shopping,Service Provider_6318,Service Provider,SUCCESS,PhonePe,Mumbai,Wednesday,14,0
TXN_001531,USER_0844,2024-08-17 16:53:00,1402,Healthcare,Service Provider_3895,Service Provider,SUCCESS,Paytm,Mumbai,Saturday,16,1
TXN_001532,USER_0551,2024-03-05 15:23:00,4959,Transfer to Friends,E-commerce_5216,E-commerce,SUCCESS,Cred,Lucknow,Tuesday,15,0
TXN_001533,USER_0565,2024-03-01 15:29:00,1732,Bills & Utilities,Individual_6312,Individual,SUCCESS,Paytm,Chennai,Friday,15,0
TXN_001534,USER_0596,2024-03-14 13:57:00,506,Education,E-commerce_4796,E-commerce,SUCCESS,Cred,Pune,Thursday,13,0
TXN_001535,USER_0378,2024-08-24 12:52:00,1287,Shopping,Merchant_9125,Merchant,SUCCESS,Google Pay,Ahmedabad,Saturday,12,1
TXN_001536,USER_0190,2024-03-20 16:03:00,1437,Shopping,E-commerce_3955,E-commerce,SUCCESS,Cred,Kolkata,Wednesday,16,0
TXN_001537,USER_0022,2024-10-18 18:44:00,224,Entertainment,Individual_7458,Individual,SUCCESS,Cred,Lucknow,Friday,18,0
TXN_001538,USER_0193,2024-12-26 08:21:00,274,Transportation,Merchant_7986,Merchant,SUCCESS,Google Pay,Ahmedabad,Thursday,8,0
TXN_001539,USER_0931,2024-02-04 12:15:00,2193,Education,Individual_1193,Individual,SUCCESS,Amazon Pay,Delhi,Sunday,12,1
TXN_001540,USER_0387,2024-08-15 11:57:00,3690,Education,Merchant_1222,Merchant,SUCCESS,Cred,Mumbai,Thursday,11,0
TXN_001541,USER_0136,2024-06-04 09:43:00,321,Bills & Utilities,Service Provider_3336,Service Provider,SUCCESS,Cred,Lucknow,Tuesday,9,0
TXN_001542,USER_0014,2024-11-17 08:39:00,485,Food & Dining,Service Provider_2392,Service Provider,SUCCESS,Google Pay,Bangalore,Sunday,8,1
TXN_001543,USER_0492,2024-04-15 19:07:00,1206,Transfer to Friends,Individual_6036,Individual,SUCCESS,Paytm,Ahmedabad,Monday,19,0
TXN_001544,USER_0159,2024-07-23 09:16:00,1379,Bills & Utilities,Service Provider_9906,Service Provider,SUCCESS,PhonePe,Mumbai,Tuesday,9,0
TXN_001545,USER_0845,2024-01-07 08:18:00,33,Food & Dining,Service Provider_2680,Service Provider,SUCCESS,Amazon Pay,Pune,Sunday,8,1
TXN_001546,USER_0146,2024-08-29 08:30:00,237,Food & Dining,Merchant_4713,Merchant,SUCCESS,BHIM,Pune,Thursday,8,0
TXN_001547,USER_0151,2024-05-05 14:46:00,1154,Healthcare,Individual_7303,Individual,SUCCESS,Cred,Delhi,Sunday,14,1
TXN_001548,USER_0504,2024-10-01 10:58:00,689,Shopping,Individual_2666,Individual,FAILED,Paytm,Hyderabad,Tuesday,10,0
TXN_001549,USER_0079,2024-04-04 19:22:00,2962,Transfer to Friends,Merchant_6906,Merchant,SUCCESS,PhonePe,Mumbai,Thursday,19,0
TXN_001550,USER_0620,2024-08-22 13:58:00,1096,Shopping,E-commerce_9691,E-commerce,SUCCESS,Paytm,Lucknow,Thursday,13,0
TXN_001551,USER_0186,2024-02-14 12:00:00,591,Education,Service Provider_5702,Service Provider,SUCCESS,Paytm,Delhi,Wednesday,12,0
TXN_001552,USER_0278,2024-12-03 19:51:00,206,Groceries,Service Provider_2251,Service Provider,SUCCESS,PhonePe,Bangalore,Tuesday,19,0
TXN_001553,USER_0797,2024-08-19 14:03:00,924,Shopping,Individual_7399,Individual,SUCCESS,BHIM,Ahmedabad,Monday,14,0
TXN_001554,USER_0835,2024-02-20 07:03:00,143,Transportation,E-commerce_5562,E-commerce,SUCCESS,Google Pay,Delhi,Tuesday,7,0
TXN_001555,USER_0331,2024-07-04 20:43:00,1965,Shopping,E-commerce_6777,E-commerce,SUCCESS,Paytm,Ahmedabad,Thursday,20,0
TXN_001556,USER_0435,2024-10-19 11:28:00,185,Groceries,Service Provider_3264,Service Provider,FAILED,Cred,Chennai,Saturday,11,1
TXN_001557,USER_0393,2024-06-24 11:22:00,2213,Education,E-commerce_9724,E-commerce,SUCCESS,Amazon Pay,Chennai,Monday,11,0
TXN_001558,USER_0394,2024-10-03 17:42:00,193,Transportation,Individual_2429,Individual,SUCCESS,Google Pay,Hyderabad,Thursday,17,0
TXN_001559,USER_0003,2024-03-28 11:40:00,486,Bills & Utilities,Service Provider_8764,Service Provider,SUCCESS,Google Pay,Delhi,Thursday,11,0
TXN_001560,USER_0062,2024-11-11 11:00:00,2169,Healthcare,Individual_5828,Individual,SUCCESS,BHIM,Bangalore,Monday,11,0
TXN_001561,USER_0856,2024-02-13 21:32:00,361,Fuel,Individual_4452,Individual,SUCCESS,Google Pay,Mumbai,Tuesday,21,0
TXN_001562,USER_0765,2024-02-24 12:37:00,1551,Shopping,Individual_7184,Individual,SUCCESS,Cred,Mumbai,Saturday,12,1
TXN_001563,USER_0713,2024-03-20 15:24:00,2046,Education,Merchant_2736,Merchant,SUCCESS,Cred,Lucknow,Wednesday,15,0
TXN_001564,USER_0076,2024-07-23 12:09:00,414,Groceries,Merchant_3406,Merchant,SUCCESS,Paytm,Bangalore,Tuesday,12,0
